value
21500000
1600000
1000000
4000000
54000000
2500000
2000000
2000000
2000000
72500
1000000
67000000
95000
9000000
11000000
28000000
65000
20000000
13000000
2000000
4000000
17000000
1000000
2000000
1000000
5500000
12000000
3000000
22000000
1000000
6000000
36000000
1000000
2000000
3000000
2000000
16000000
60000
9000000
4000000
36000000
3000000
80000
20000000
35000
17000000
68000000
1000000
60000
65000
48000000
12000000
6000000
4500000
1000000
2000000
7000000
13000000
2500000
5000000
8000000
16000000
32500
1000000
650
48000000
20000
1000000
8000000
2000000
1000000
5000000
31000000
1000000
72000000
16000000
6000000
22000000
3000000
10000000
9000000
24000000
8000000
48000000
32000000
60000000
17000000
80000
80000
20000000
3000000
12000000
1500000
1000000
47500
6000000
9000000
600
28000000
90000
1000000
2000000
4000000
40000000
1900000
7000000
4000000
5500000
30000000
16000000
14000000
40000000
13000000
40000
8000000
8000000
4000000
2500
4000000
47500
2000000
3000000
2000000
9000000
13000000
17000000
2000000
1000000
1000000
3000000
36000000
25000
1000000
1000000
10000
40000000
6500000
9000000
14000000
5000000
5000000
22000000
30000
40000000
3000000
6500000
16000000
2000000
3000000
2000000
2000000
1500000
7000000
9000000
24000000
1000000
2000000
6000000
1000000
10000000
18000000
40000
13000000
3000000
2000000
2000000
6000000
2000000
2000000
3500000
9000000
5000000
4000000
2000000
11000000
25000
1000000
72000000
31000000
1600000
13000000
1000000
4000000
90000
1000000
9000000
80000
20000
20000000
1000000
1000000
16000000
2800000
30000
95000
9000000
20000000
13000000
96000000
16000000
25000000
3000000
2000000
8000000
35000
9000000
2000000
2000000
1000000
1000000
6000000
3000000
6000000
4000000
1000000
2000000
2500000
2000000
80000
1000000
12000000
9000000
80000
32000000
9000000
45000
6000000
4000000
25000000
6000000
17000000
2000000
40000000
7000000
1000000
30000
28000000
1000000
5000000
13000000
31000000
24000000
1000000
6000000
25000
19000000
65000
2000000
3000000
300
40000000
20000000
14000000
5000000
70000000
7000000
8000000
1200000
700
1000000
2000000
20000000
3000000
5000000
6000000
4000000
4000000
5000000
20000000
6000000
2000000
2000000
1000000
9000000
10000000
2000000
3000000
1000000
5000000
10000000
28000000
90000
25000
2000000
64000000
64000000
5000000
1000000
56000000
24000000
3000000
11000000
15000
4000000
15000000
9000000
80000
3000000
14000000
7000000
4000000
15000000
1000000
60000
16000000
28000000
4000000
62500
1500000
40000
2000000
13000000
13000000
1000000
1000000
3000000
6000000
15000000
1000000
2000000
1000000
25000000
72000000
1000000
6000000
65000
6000000
2000000
8000000
3000000
21000000
30000000
4000000
1800000
4000000
1000000
65000
28000000
8000000
6000000
3000000
2000000
1000000
9000000
24000000
4000000
11000000
2000000
2000000
12000000
40000000
2400000
4000000
2000000
6000000
8000000
72500
2000000
14000000
3000000
25000
16000000
20000000
3000000
3000000
6500000
3000000
2000000
7000000
40000000
4500000
72500
10000000
16000000
25000000
10000000
20000
9000000
1000000
14000000
20000000
11000000
400
4000000
5000000
8000000
3000000
6000000
11000000
8000000
4000000
6000000
45000
8000000
1000000
6000000
1000000
48000000
65000
3000000
5000000
1000000
1000000
16000000
16000000
120000000
6000000
2000000
3000000
3000000
5000000
2000000
1000000
40000000
22000000
15000000
7000000
3000000
12000000
14000000
15000
4500000
1000000
25000
50000
4000000
2000000
8000000
6500000
45000000
7500
40000000
4000000
1000000
7500000
4000000
5000000
60000
14000000
6000000
5000000
1000000
2000000
9000000
2000000
28000000
7000000
9000000
55000
9000000
24000000
45000
40000000
32000000
2500000
50000000
12000000
1000000
6000000
2000000
1000000
9000000
2000000
1000000
80000
12000000
13000000
3500000
55000
1000000
56000000
1000000
12000000
8000000
8000000
4000000
2000000
15000
5000000
4000000
1000000
2000000
45000
3000000
65000
4000000
12000000
1000000
4000000
2000000
45000
90000
12000000
3000000
112000000
16000000
2000000
1000000
15000000
40000000
13000000
80000
1500000
50000000
18000000
2000000
24000000
80000
2000000
14000000
2000000
2000000
30000000
2000000
31000000
2000000
16000000
25000000
16000000
9000000
16000000
64000000
32500
33000000
4000000
4000000
35000000
600
2000000
1000000
80000
4500000
900
15000
1600000
10000000
54000000
15000
2000000
72000000
11000000
10000000
5000000
4000000
7500000
300000
3000000
3000000
5000000
1000000
28000000
18000000
15000000
25000000
17000000
80000
16000000
15000000
5000000
24000000
3000000
56000000
8000000
2000000
28000000
1000000
1000000
25000000
72500
1000000
45000000
1000000
800
40000
2000000
1000000
1000000
18000000
8000000
30000
40000
56000000
6000000
20000000
16000000
5000
2000000
20000000
1000000
17000000
600
44000000
32500
32500
2000000
45000
9000000
22000000
56000000
1000000
6000000
12000000
2000000
12000000
72000000
7000000
2000000
5000000
30000
9000000
7000000
90000
10000000
4000000
35000000
80000
2000000
16000000
7000000
24000000
4000000
23000000
80000
4000000
12000000
16000000
28000000
3000000
30000
4000000
20000000
80000
12000000
4000000
17000000
7000000
1000000
7000000
2000000
80000
1000000
9000000
1000000
13000000
1000000
2000000
95000
14000000
2000000
3000000
52000000
6000000
5000000
20000000
25000000
1000000
1000000
6000000
25000
27000000
80000
65000
2000000
28000000
6000000
48000000
5000000
3000000
21500000
8000000
4000000
1000000
1300000
2000000
10000000
36000000
1000000
40000
1000000
16000000
2500000
90000
80000
8000000
4000000
1000000
17000000
3000000
2300000
2000000
7000000
4000000
90000
1000000
3000000
3000000
1000000
25000
4000000
8000000
40000000
72500
3000000
10000
6000000
2000000
36000000
9000000
9000000
36000000
52000000
6000000
8000000
3000000
30000
3000000
30000
80000
80000
12000000
15000000
5000000
18000000
17000000
16000000
3000000
80000
4000000
14000000
800
6000000
4000000
2000000
15000000
8000000
10000000
3000000
22000000
2300000
48000000
15000
8000000
25000000
9000000
25000
40000
8000000
15000000
750
3000000
13000000
20000000
2000000
3000000
80000
850
26000000
4000000
5000000
1000000
5000000
4000000
1600000
64000000
90000
12000000
4000000
6000000
1000000
20000000
80000
4000000
3000000
1000000
5500000
20000000
128000000
80000
5000000
6000000
2000000
2000000
1600000
4000000
15000
17000000
32500
1000000
17000000
10000
2000000
9000000
4000000
64000000
8000000
80000
8000000
12000000
2000000
1000000
3000000
17000000
80000000
95000
8000000
7500000
56000000
8000000
90000000
1000000
4000000
40000
18000000
1500000
13000000
3000000
11000000
8000000
16000000
1000000
1000000
13000000
5500000
2000000
64000000
6000000
5000000
6000000
2000000
45000000
4000000
80000
6000000
28000000
19000000
2000000
14000000
6500000
32000000
3000000
14000000
1000000
2000000
7000000
1000000
28000000
80000
1000000
10000
3500000
12500
8000000
3000000
2000000
4000000
6000000
40000
20000000
4000000
25000000
15000000
12000000
2000000
30000
2000000
20000
1000000
1000000
15000000
32500
16000000
4000000
2000000
6000000
8000000
6000000
1000000
3000000
25000
2000000
20000000
5000000
6000000
1000000
25000
2000000
2000000
70000000
32000000
11000000
700
3000000
22000000
10000000
1000000
2000000
3000000
5000000
5000000
24000000
32000000
21000000
2000000
5000000
22000000
5000000
30000
7000000
9000000
6000000
2400000
48000000
4000000
2000000
700
16000000
16000000
2000000
80000
2000000
9000000
11000000
8000000
2000000
9000000
24000000
1000000
12000000
8000000
26000000
4000000
2000000
28000000
20000000
16000000
2000000
4000000
32000000
2000000
80000
6000000
60000
12000000
8000000
2000000
13000000
2000000
4000000
40000000
10000000
300
9000000
24000000
32000000
11000000
5000000
55000
15000000
95000
4000000
5000000
1000000
48000000
5000000
800
40000
1000000
6000000
24000000
25000
45000
3000000
8000000
1000000
1000000
4000000
5000000
2000000
